h1,h2
18.20671545464704,1.5154978192715491
18.33898058252554,1.5187199890884606
18.471254079073784,1.5219343460022803
18.603535875208607,1.5251409552533377
18.73582590286071,1.5283398811148332
18.86812409495343,1.531531186913654
19.00043038538127,1.5347149350505718
19.13274470898986,1.5378911870198877
19.265067001555654,1.5410600034285185
19.397397199767063,1.5442214440145743
19.529735241205163,1.547375567665394
19.662081064325914,1.5505224324351305
19.794434608441794,1.553662095561814
19.92679581370501,1.5567946134839934
20.059164621090268,1.5599200418569077
18.236676147353727,2.034753873366819
18.36889009774537,2.038065555504385
18.501112788209774,2.041368939722337
18.633344144534902,2.044664097165737
18.76558409362875,2.047951097897764
18.897832563494866,2.051230010923579
19.030089483208517,2.0545009042135014
19.162354782893445,2.057763844725509
19.29462839369934,2.0610188984271125
19.426910247780025,2.064266130316577
19.559200278272176,2.0675056044435918
19.69149841927451,2.070737383929309
19.823804605827878,2.0739615309858754
19.95611877389561,2.0771781069353947
20.08844086034449,2.0803871722283676
18.268359816073865,2.5851949555303353
18.400517041960015,2.588585783132553
18.532683433726564,2.5919678282666494
18.66485891109612,2.5953411685004615
18.79704339504069,2.5987058801872123
18.929236807753313,2.6020620384931243
19.061439072620807,2.6054097174241737
19.193650114197016,2.6087489898520686
19.325869858177136,2.612079927539462
19.458098231372464,2.6154026011643974
19.59033516168624,2.6187170803441053
19.722580578089868,2.622023433658059
19.85483441059995,2.625321728670405
19.987096590256,2.6286120319517456
20.119367049098763,2.6318944091003
18.301097341159743,3.150189622740415
18.43319356822465,3.1536564138754644
18.56529943504119,3.157113914566407
18.697414854356854,3.1605622095299903
18.82953974032198,3.16400138211374
18.96167400845698,3.167431514328069
19.09381757562061,3.1708526868774016
19.22597035997919,3.1742649791903186
19.358132280976655,3.1776684694488306
19.490303259305705,3.1810632346166785
19.62248321687961,3.184449350466959
19.754672076804987,3.187826891608733
19.886869763355346,3.191195931512977
20.01907620194533,3.19455654253776
20.15129131910586,3.197908795952642
18.33473684742109,3.7244222038455743
18.46676792363422,3.7279648643045857
18.59880916390668,3.731497689187764
18.7308604730001,3.735020771272054
18.862921757260793,3.7385342017835383
18.994992924581375,3.742038070434912
19.1270738843637,3.745532465462128
19.25916455111535,3.7490174365148716
19.39126482995893,3.7524931433645756
19.523374638151836,3.755959632805991
19.655493890784143,3.759416987508951
19.787622504286453,3.7628652888321072
19.919760396399194,3.766304616853
20.051907486142763,3.7697350503974287
20.184063693788595,3.7731566670677377
18.369227194996068,4.305141354334199
18.501188823779668,4.308761477514514
18.633161196282238,4.312371172844169
18.76514420811226,4.315970542258904
18.897137756678806,4.319559685927731
19.02914174114634,4.3231387022974594
19.161156062391356,4.3267076881350075
19.293180622960023,4.330266738569388
19.42521532702762,4.333815947131071
19.557260080358997,4.337355405791093
19.689314790270494,4.340885204998432
19.821379365592993,4.344405433716264
19.953453716636176,4.3479161794572905
20.085537755154004,4.351417528318261
20.217631394312534,4.35490956501582
18.404558091729246,4.8906672208903545
18.536445697242236,4.894367522920153
18.66834468819097,4.898056748370564
18.800254949667885,4.901735009658218
18.932176368824617,4.905402417177909
19.064108834818207,4.909059079356558
19.196052238759382,4.9127051027038
19.32800647366236,4.916340591862513
19.459971434396227,4.9199656496571444
19.591947017638063,4.923580377140709
19.723933121827198,4.927184873640755
19.855929647121197,4.930779236803837
19.98793649535272,4.934363562639222
20.11995356998768,4.937937945561931
20.25198077608485,4.941502478433865
18.44074129770457,5.479869281628593
18.572549926516807,5.483653365280036
18.704370652964897,5.487425657391501
18.83620335001061,5.4911862824307445
18.968047892982735,5.494935362538661
19.099904159513102,5.498673017592556
19.23177202947475,5.502399365267423
19.363651384922374,5.506114521095198
19.49554211003444,5.509818598521606
19.62744409105741,5.513511708961964
19.759357216251782,5.517193961853404
19.891281375839554,5.520865464706338
20.02321646195383,5.524526323150416
20.155162368590553,5.5281766409761905
20.28711899156289,5.531816520166842
18.477803149325304,6.071933203902564
18.609527380786556,6.075805457651688
18.741264502874873,6.079665127559902
18.87301437448752,6.083512352035943
19.004776857261927,6.087347266789295
19.136551815459963,6.0911700061906355
19.268339116033776,6.094980698480858
19.400138628355197,6.098779472715942
19.53195022427385,6.1025664545617015
19.66377377802008,6.106341767346246
19.79560916613949,6.110105532127163
19.927456267428564,6.113857867758229
20.059314962870538,6.117598890957011
20.19118513557176,6.1213287163717185
20.32306667069605,6.125047456652145
18.515781331608824,6.666240783625613
18.6474151831877,6.670206370959455
18.779062811792727,6.674158491725085
18.910724059921197,6.678097300575832
19.042398773264736,6.682022949021775
19.174086800614166,6.685935585524298
19.305787993767623,6.689835355588074
19.437502207442193,6.693722401848358
19.569229299187093,6.697596864158746
19.700969129300407,6.701458879673101
19.832721560749324,6.7053085828939345
19.964486459139213,6.7091461053815955
20.09626369260522,6.712971576446722
20.228053131711164,6.716785123154878
20.35985464934601,6.7205868703546034
18.554723600807684,7.2623017725677235
18.686260421510067,7.2663666701723955
18.81781201449295,7.270417112399108
18.94937820300627,7.274453272903302
19.08095881405126,7.278475321672717
19.21255367826465,7.282483425114044
19.344162629806593,7.286477746165532
19.47578550625354,7.29045844440554
19.60742214849408,7.294425676158546
19.73907240062372,7.298379594605858
19.870736109836656,7.302320349900938
20.00241312631064,7.306248089292493
20.134103303074532,7.3101629572645885
20.265806497056005,7.314065092183287
20.397522569856037,7.317954624168103
18.594687582007452,7.859712091195057
18.726119926688504,7.863883168909467
18.857568171669357,7.868038673111566
18.989032107873562,7.872178808195196
19.12051154494317,7.876303761948204
19.252006292133547,7.880413721940353
19.38351616284963,7.884508871664603
19.515040974506178,7.888589390677754
19.646580548387856,7.892655454741512
19.77813470956188,7.89670723579003
19.90970328819948,7.900744897957345
20.04128611772237,7.904768603730667
20.172883033347226,7.908778516076802
20.30449390024541,7.9127747234802195
20.43611848381887,7.916757553997733
18.63574130829239,8.458126522688017
18.767060786852944,8.462411663851128
18.898397435534076,8.466679973027755
19.029751033620407,8.470931667340386
19.161121347930745,8.47516697673614
19.292508168262128,8.479386107621007
19.4239112837755,8.48358926642954
19.555330488612075,8.487776655003447
19.68676558153905,8.491948471077695
19.818216365523618,8.496104908692974
19.949682646730903,8.50024615977336
20.081164232631576,8.504372416935796
20.21266096974232,8.508483785210212
20.34417258010773,8.512580622394717
20.47569884260905,8.516663200541458
18.677964310991594,9.057239810162605
18.809161401018137,9.06164807524688
18.94037711685237,9.066038067773533
19.071611199448313,9.070410042649653
19.20286340434067,9.074764235119295
19.334133469611604,9.079100911623451
19.465421162769335,9.083420297099064
19.596726249049667,9.087722622973901
19.7280484983291,9.092008116882404
19.859387684078886,9.096277003810455
19.990743635057253,9.100529408301144
20.122116022798334,9.104765742803215
20.253504402346937,9.108986279689827
20.384909323631007,9.113190950758217
20.516330001646992,9.117379943638442
18.721449330672137,9.656772697829602
18.852513144303295,9.661314538023307
18.98359725823866,9.665836449267871
19.11470137413767,9.670338725386628
19.245825212907892,9.674821631482159
19.3769684689176,9.679285488621082
19.508130876460584,9.683730549470402
19.639312164767453,9.688157081991122
19.77051207467359,9.692565337047984
19.90173038603746,9.696955509425072
20.03296672258551,9.701328042535554
20.164220799594716,9.705683251429871
20.29549265300811,9.710020928746044
20.426781926798657,9.714341500090445
20.55808837911271,9.718645214367081
18.766304673852854,10.256460901267246
18.89722266125713,10.261148441399584
19.028162890028447,10.265814134177768
19.1591250274132,10.27045829540021
19.29010870797435,10.275081311461047
19.421113616008974,10.279683480993745
19.552139434387758,10.284265113593875
19.68318585072398,10.2888265193987
19.814252589242486,10.29336796240261
19.945339099066373,10.297890125110433
20.076445466704367,10.302392667184881
20.2075712969278,10.30687610098509
20.338716302572035,10.311340703428431
20.469880201901624,10.315786758437936
20.601062743898698,10.320214510017328
18.812657400624406,10.85604565580714
18.943414966560812,10.8608930619038
19.074197059944236,10.865716348878198
19.205003240885123,10.87051598006306
19.33583313104924,10.875292311356338
19.466686346772512,10.880045722071912
19.59756257175516,10.884776504134255
19.728461271616325,10.8894852682851
19.859382045113893,10.894172405277798
19.990324883648768,10.898837766336749
20.121289312427216,10.903481911706288
20.252274988880156,10.908105183285965
20.383281586100313,10.91270790662366
20.514308806923882,10.917290371254278
20.64535633294035,10.921852896853617
18.860657608664056,11.455264810151279
18.991237610464673,11.460288775656451
19.121844823988404,11.465285971171959
19.252478728988322,11.470256937701217
19.38313887443646,11.475202107945352
19.51382485480093,11.480121872865535
19.644536039580093,11.485017102368218
19.775272023695603,11.48988762482897
19.906032709607526,11.494733956053706
20.036817512186673,11.49955658552318
20.167626035248947,11.504355902918308
20.29845790254346,11.50913227800192
20.42931274260721,11.513886078195492
20.56019017547931,11.518617683424438
20.691089863996304,11.52332742252053
18.910484234222686,12.053843601433083
19.040866334968374,12.05906396197253
19.171278811027097,12.064254459069186
19.301721100606503,12.06941563417544
19.43219267691273,12.074548010143575
19.562692675971455,12.079652550036418
19.69322106218498,12.084729038837075
19.823777165551913,12.089778275299519
19.95436047703327,12.094800755510354
20.0849705013455,12.099796972533817
20.215606791126653,12.104767363771856
20.3462688788958,12.109712395424449
20.476956318493155,12.114632509469237
20.60766870605963,12.119528099833824
20.738405629838674,12.124399572793694
18.96235304545292,12.651484115154789
19.092512713494536,12.6569248899924
19.222706653326313,12.662331942594193
19.352934170086645,12.667705976881718
19.483194279603662,12.673048019985893
19.61348685945678,12.678358012586635
19.74381106493933,12.683636889880336
19.874166265720397,12.688885276584891
20.00455186546709,12.694103762040829
20.134967296986304,12.699292905233039
20.265411977251215,12.704453287564062
20.395885386143785,12.709585418467542
20.52638701130717,12.714689802055283
20.656916346552716,12.719766938080062
20.78747290936785,12.724817301979192
19.016527723773653,13.247852430801155
19.14643514801488,13.253542773509997
19.276381271874634,13.259195198893405
19.406365744822274,13.264809683649132
19.536387613210476,13.270387386736378
19.66644601993305,13.275929128984092
19.79654016878986,13.28143570016009
19.926669327109103,13.286907820247631
20.056832746803554,13.29234623327751
20.18702972361473,13.297751635181337
20.317259607129937,13.303124663786152
20.447521744773656,13.308465963509061
20.577815512589062,13.313776149746744
20.7081403104449,13.319055814161647
20.838495551018436,13.324305536460269
19.07333612682361,13.842561018728684
19.202953751829472,13.848537870084579
19.332616649404525,13.85447002708003
19.462323484262953,13.86035891815172
19.592073177231754,13.86620561545422
19.721864709539375,13.872011126761917
19.851697111503732,13.877776409934336
19.981569414268254,13.8835024275408
20.11148075311458,13.889190027687345
20.241430266278982,13.89484006097501
20.371417126137064,13.900453344224616
20.50144054370887,13.906030655429078
20.631499748745558,13.911572755045274
20.76159400149541,13.917080373079646
20.89172259830023,13.922554203088325
19.133193604470595,14.435144977103207
19.26247508870447,14.44145350627559
19.39180922254943,14.4477101771589
19.521194553687206,14.453916432314767
19.650629744347807,14.460073590553675
19.780113448028818,14.466182990136723
19.909644453381937,14.472245822574912
20.039221583790884,14.478263248433334
20.168843706981363,14.48423638558133
20.298509748731114,14.490166293686844
20.428218662563786,14.496054006441652
20.55796946563331,14.501900492844614
20.687761199498805,14.507706699064746
20.817592944194857,14.51347353311567
20.947463822960664,14.519201859728847
19.1966416675733,15.02502292967793
19.32552570753821,15.031723350778277
19.454472366748508,15.038362090239177
19.58347970716271,15.04494107068453
19.71254595362758,15.051462042430218
19.841669419625426,15.057926668857014
19.970848492263883,15.06433654244224
20.100081643569094,15.07069317125965
20.229367402533594,15.076998008271243
20.358704389834845,15.08325241395442
20.48809126997437,15.089457706974414
20.617526772214806,15.095615141522527
20.74700969200034,15.101725905683054
20.876538864011508,15.107791149643367
21.00611317166302,15.113811975406836
19.264406011915195,15.611440747276834
19.392810883431732,15.61861318080765
19.521291820598545,15.625710686563304
19.649846247483183,15.632735806539163
