theta,omega
-3.141592653589793,-1.0
-3.0781261353354537,-1.0
-3.0146596170811146,-1.0
-2.951193098826775,-1.0
-2.887726580572436,-1.0
-2.8242600623180967,-1.0
-2.7607935440637577,-1.0
-2.697327025809418,-1.0
-2.633860507555079,-1.0
-2.5703939893007397,-1.0
-2.5069274710464007,-1.0
-2.443460952792061,-1.0
-2.379994434537722,-1.0
-2.3165279162833827,-1.0
-2.2530613980290433,-1.0
-2.1895948797747042,-1.0
-2.126128361520365,-1.0
-2.0626618432660258,-1.0
-1.9991953250116865,-1.0
-1.9357288067573473,-1.0
-1.872262288503008,-1.0
-1.8087957702486688,-1.0
-1.7453292519943295,-1.0
-1.6818627337399903,-1.0
-1.6183962154856508,-1.0
-1.5549296972313116,-1.0
-1.4914631789769723,-1.0
-1.427996660722633,-1.0
-1.3645301424682938,-1.0
-1.3010636242139546,-1.0
-1.2375971059596154,-1.0
-1.1741305877052761,-1.0
-1.1106640694509369,-1.0
-1.0471975511965974,-1.0
-0.9837310329422584,-1.0
-0.9202645146879189,-1.0
-0.8567979964335799,-1.0
-0.7933314781792404,-1.0
-0.7298649599249014,-1.0
-0.666398441670562,-1.0
-0.6029319234162229,-1.0
-0.5394654051618835,-1.0
-0.47599888690754444,-1.0
-0.412532368653205,-1.0
-0.34906585039886595,-1.0
-0.2855993321445265,-1.0
-0.22213281389018746,-1.0
-0.158666295635848,-1.0
-0.09519977738150853,-1.0
-0.03173325912716951,-1.0
0.031733259127169955,-1.0
0.09519977738150898,-1.0
0.15866629563584844,-1.0
0.22213281389018746,-1.0
0.28559933214452693,-1.0
0.34906585039886595,-1.0
0.4125323686532054,-1.0
0.47599888690754444,-1.0
0.5394654051618839,-1.0
0.6029319234162229,-1.0
0.6663984416705624,-1.0
0.7298649599249014,-1.0
0.7933314781792409,-1.0
0.8567979964335799,-1.0
0.9202645146879194,-1.0
0.9837310329422584,-1.0
1.0471975511965983,-1.0
1.1106640694509373,-1.0
1.1741305877052763,-1.0
1.2375971059596154,-1.0
1.3010636242139553,-1.0
1.3645301424682943,-1.0
1.4279966607226333,-1.0
1.4914631789769723,-1.0
1.5549296972313122,-1.0
1.6183962154856513,-1.0
1.6818627337399903,-1.0
1.7453292519943293,-1.0
1.8087957702486692,-1.0
1.8722622885030082,-1.0
1.9357288067573473,-1.0
1.9991953250116872,-1.0
2.062661843266026,-1.0
2.126128361520365,-1.0
2.1895948797747042,-1.0
2.253061398029044,-1.0
2.316527916283383,-1.0
2.379994434537722,-1.0
2.443460952792061,-1.0
2.506927471046401,-1.0
2.57039398930074,-1.0
2.633860507555079,-1.0
2.697327025809418,-1.0
2.760793544063758,-1.0
2.824260062318097,-1.0
2.887726580572436,-1.0
2.951193098826776,-1.0
3.014659617081115,-1.0
3.078126135335454,-1.0
3.141592653589793,-1.0
-3.141592653589793,-0.9797979797979798
-3.0781261353354537,-0.9797979797979798
-3.0146596170811146,-0.9797979797979798
-2.951193098826775,-0.9797979797979798
-2.887726580572436,-0.9797979797979798
-2.8242600623180967,-0.9797979797979798
-2.7607935440637577,-0.9797979797979798
-2.697327025809418,-0.9797979797979798
-2.633860507555079,-0.9797979797979798
-2.5703939893007397,-0.9797979797979798
-2.5069274710464007,-0.9797979797979798
-2.443460952792061,-0.9797979797979798
-2.379994434537722,-0.9797979797979798
-2.3165279162833827,-0.9797979797979798
-2.2530613980290433,-0.9797979797979798
-2.1895948797747042,-0.9797979797979798
-2.126128361520365,-0.9797979797979798
-2.0626618432660258,-0.9797979797979798
-1.9991953250116865,-0.9797979797979798
-1.9357288067573473,-0.9797979797979798
-1.872262288503008,-0.9797979797979798
-1.8087957702486688,-0.9797979797979798
-1.7453292519943295,-0.9797979797979798
-1.6818627337399903,-0.9797979797979798
-1.6183962154856508,-0.9797979797979798
-1.5549296972313116,-0.9797979797979798
-1.4914631789769723,-0.9797979797979798
-1.427996660722633,-0.9797979797979798
-1.3645301424682938,-0.9797979797979798
-1.3010636242139546,-0.9797979797979798
-1.2375971059596154,-0.9797979797979798
-1.1741305877052761,-0.9797979797979798
-1.1106640694509369,-0.9797979797979798
-1.0471975511965974,-0.9797979797979798
-0.9837310329422584,-0.9797979797979798
-0.9202645146879189,-0.9797979797979798
-0.8567979964335799,-0.9797979797979798
-0.7933314781792404,-0.9797979797979798
-0.7298649599249014,-0.9797979797979798
-0.666398441670562,-0.9797979797979798
-0.6029319234162229,-0.9797979797979798
-0.5394654051618835,-0.9797979797979798
-0.47599888690754444,-0.9797979797979798
-0.412532368653205,-0.9797979797979798
-0.34906585039886595,-0.9797979797979798
-0.2855993321445265,-0.9797979797979798
-0.22213281389018746,-0.9797979797979798
-0.158666295635848,-0.9797979797979798
-0.09519977738150853,-0.9797979797979798
-0.03173325912716951,-0.9797979797979798
0.031733259127169955,-0.9797979797979798
0.09519977738150898,-0.9797979797979798
0.15866629563584844,-0.9797979797979798
0.22213281389018746,-0.9797979797979798
0.28559933214452693,-0.9797979797979798
0.34906585039886595,-0.9797979797979798
0.4125323686532054,-0.9797979797979798
0.47599888690754444,-0.9797979797979798
0.5394654051618839,-0.9797979797979798
0.6029319234162229,-0.9797979797979798
0.6663984416705624,-0.9797979797979798
0.7298649599249014,-0.9797979797979798
0.7933314781792409,-0.9797979797979798
0.8567979964335799,-0.9797979797979798
0.9202645146879194,-0.9797979797979798
0.9837310329422584,-0.9797979797979798
1.0471975511965983,-0.9797979797979798
1.1106640694509373,-0.9797979797979798
1.1741305877052763,-0.9797979797979798
1.2375971059596154,-0.9797979797979798
1.3010636242139553,-0.9797979797979798
1.3645301424682943,-0.9797979797979798
1.4279966607226333,-0.9797979797979798
1.4914631789769723,-0.9797979797979798
1.5549296972313122,-0.9797979797979798
1.6183962154856513,-0.9797979797979798
1.6818627337399903,-0.9797979797979798
1.7453292519943293,-0.9797979797979798
1.8087957702486692,-0.9797979797979798
1.8722622885030082,-0.9797979797979798
1.9357288067573473,-0.9797979797979798
1.9991953250116872,-0.9797979797979798
2.062661843266026,-0.9797979797979798
2.126128361520365,-0.9797979797979798
2.1895948797747042,-0.9797979797979798
2.253061398029044,-0.9797979797979798
2.316527916283383,-0.9797979797979798
2.379994434537722,-0.9797979797979798
2.443460952792061,-0.9797979797979798
2.506927471046401,-0.9797979797979798
2.57039398930074,-0.9797979797979798
2.633860507555079,-0.9797979797979798
2.697327025809418,-0.9797979797979798
2.760793544063758,-0.9797979797979798
2.824260062318097,-0.9797979797979798
