lr,epochs,batch_size,length,RMSE,loss
0.0241745888116902,200,128,400,0.1434028025028535,57.3611210011414
0.0261289227584936,200,128,400,0.170450604961866,68.1802419847464
0.0241136206859693,200,128,400,0.224203617081037,89.6814468324148
0.0262873143315255,200,128,400,0.1547726206972921,61.90904827891684
0.0262655284930776,200,128,400,0.1713158835629196,68.52635342516784
0.026193017108281,200,128,400,0.2020263789223445,80.81055156893781
0.0242433275917513,200,128,400,0.16601876434916,66.407505739664
0.0243227499734388,200,128,400,0.1662315919133775,66.492636765351
0.0261415504882017,200,128,400,0.1704716099299044,68.18864397196177
0.024332298695638792,200,128,400,0.1616097098520625,64.64388394082499
