x,y,z
-10.839499635459486,-17.459094369716034,19.954521816141785
-1.7913482548805548,-3.518960352808407,6.577785560319245
10.7404729260396,20.47600125250596,12.615483422155588
13.423370005989026,9.968349279696843,36.80499045822899
17.746052089604806,24.26718867855456,33.53023662666702
13.764217117755852,23.18743824536068,21.284293882579554
-17.738578286329123,-20.018146139408177,38.01323354178254
-8.439410088022049,-6.57409198041589,29.2263775722488
13.984617618661437,1.2921176153534806,44.09660455038463
-8.11080683523252,-16.1509116831578,8.304769405975168
1.846308864489992,3.801716825371172,3.9202576959149655
-5.632615205700276,5.369847685517518,34.97259341203456
4.619765622949071,-7.0085914015453215,34.81110136198075
2.2887633978506163,4.138649745616736,10.770242668013154
-12.910012429905516,0.0386865387362387,42.94606014212832
-14.820644628524231,-4.396558046052639,43.77896977506696
10.727634031602989,14.886906582283816,24.219344404127064
-2.860430860877724,-5.894157135936317,4.06162941686052
-17.292878435149902,-10.0078342577824,45.154509671534974
-0.153103352348489,-2.3898267809979066,22.955117718106525
2.3343890090754456,6.432900281111745,26.40557482695373
0.134153590742128,0.2607883602150812,6.855403810318153
5.332734661615316,10.918105619083317,5.233105573236976
-5.72727582437602,-9.92129173227275,13.499809606907728
2.1004765807606534,2.5326796114224863,17.947280717004674
8.556698761554044,5.217144188125644,30.934244325960865
5.680959848602333,10.615367414080508,10.289973800428251
-17.147698273762213,-22.86240831867749,33.328722899307415
-8.042842459011894,-4.185787237936764,30.935597345103044
-5.13017687360176,-10.03589925150314,7.732540878001249
-13.558404339048954,-23.679406363690703,19.53359053909757
-4.046039741828864,-8.328834344086246,4.43928597371058
-11.078037607095894,-20.99813349699017,13.20417605303508
15.231638319185626,14.50093384560208,36.88357851702823
7.581639707918935,14.380102493297535,10.581160258739729
3.257934593886952,0.6983355590640957,25.393815161310474
-4.567499394071275,-7.663945721003159,14.002075001132155
-12.874088768220997,-12.066123928546594,33.589473310227056
12.938166050045652,20.19173760816468,23.191831587452395
-4.451758144588265,-1.195694099169894,27.16325958624729
8.774329329645063,-0.3370136277754826,36.09283198367987
0.4229453852387398,-7.317810770975613,30.37949312943448
2.8928609441110056,5.987252348352217,3.800995073705651
18.204846761887097,20.88470612063087,38.43194603916263
3.434275570668812,-2.876241581002772,29.885867358013183
10.043730948692389,-3.780460898767621,40.365625127804485
7.160675416216167,10.493584213200114,20.01053498430358
8.259745092200507,16.477904018390028,8.293843492675052
15.625160618668858,4.615758341075772,45.21576098209096
-2.6050778748896164,-5.202852915330874,5.823080832864469
-7.302602921547749,-8.306664000551256,24.059100934114124
0.9998637902155222,2.049164125456411,4.107696060890209
-0.2883814682961101,3.641098063736438,26.00410232752377
5.701459584167759,3.4237566492540874,26.9702425400216
-11.276077068627217,-15.40053951545425,25.18058618829505
-8.178305492760446,0.0902396755227768,34.9205924641456
-17.97285920549775,-15.947892737189427,42.24731769247783
-7.040592395538602,-13.839759556543113,8.392571133887499
-1.7402114330630858,-2.804774004258786,13.644097036624656
17.41944764001332,9.420768724054687,45.82617429602312
-10.636051793782658,-12.775746336273643,27.01235108843828
-2.7725319689511494,-6.857900952805602,26.56634361778024
6.30508014112586,-0.427747375216537,32.10724518079678
-7.984436764138834,5.702946234207238,38.428645404369725
-10.148113341528951,-18.232569858343577,15.003463592597654
-15.796127608345689,-24.236594272869752,27.23512800805348
-7.859807127806675,-13.945227463814163,13.833587823778643
-2.1182567558928094,-1.9407557132370763,19.86886076079317
-2.5697045289627938,2.0811216465009013,27.70333992723861
4.186832598197623,7.0017616680528,13.917703198438138
3.821069699427399,7.364090202013427,8.044679080614648
10.732747492288963,16.819958029984274,20.757699880923845
10.922720465697168,10.698066434598358,30.397434728448328
12.393945904837024,5.878886966468582,38.01277284525799
-4.215881582640799,-8.046116585939142,8.666519924340836
4.321911316580032,5.100385430864108,20.516011763658057
18.583742881991444,18.575704587018247,41.5493498282202
15.08351265415196,19.892086055293955,30.686637181512783
-0.8459296824820027,-5.218090634386382,26.541522956178085
11.41929758796814,12.549980767346373,29.48674628164928
13.796281278713751,24.260001639607125,19.490655610184724
10.793251438098704,19.21868053608207,15.95515868177015
17.139140757467178,13.699690813937426,42.083295396026834
-11.666088596114411,-5.283397074551429,37.0493075425192
-2.744115266807362,6.135504322638193,31.900596196442944
-14.636889619838524,-16.041996951816802,33.856374909475626
-15.463493498230616,-11.634231484500198,39.92056622988474
-4.566934990133388,-6.477876901982275,18.07365696001556
-0.3618572429928561,-0.7206881937484566,5.72827961755887
-0.5736993368170173,-1.0423296835169675,12.45217390502282
5.729691342368136,-2.41754954862646,32.88402164744938
4.032814609080743,8.101800967471481,5.866967362358173
12.107485682962508,2.708294702880597,39.76611037756332
-14.096801564287745,-20.09308626588386,27.35388631210509
-14.06085872172221,-8.945611533935756,39.02519047747491
7.167309991728848,9.549183233257947,22.61573371159754
0.9572238074672688,2.483351890523476,20.56564866738765
8.804246354880716,15.243583291501857,15.524897765837984
-14.588160600769196,-24.02841530386729,23.133432211809826
-11.490131291263673,-20.97372329593652,15.44166560896831
-7.063719476915346,-1.988361281923485,31.216679982320965
